Campaign ID,Timestamp,Date,InventoryType,Ad Type,Available_Impressions,Matched_Queries,Impressions,Clicks,Spend,Fee,Revenue,CTR,CPM,CPC
122951,2014-09-07-23,9/7/2014,Format6,Inter224,"5,397,741","3,415,969","3,344,865","7,659","$3,328.91",33%,"$2,230.37",0.23%,$1.00,$0.43
122952,2014-09-08-14,9/8/2014,Format4,Inter228,"690,867","540,367","464,333","74,293","$8,126.79",27%,"$5,932.56",16.00%,$17.50,$0.11
122953,2014-09-08-14,9/8/2014,Format3,Inter220,"1,160,362","604,160","573,388","2,974","$1,285.24",35%,$835.40,0.52%,$2.24,$0.43
122954,2014-09-07-23,9/7/2014,Format1,Inter229,"4,032,520","2,105,495","2,078,979","4,792","$2,525.88",35%,"$1,641.82",0.23%,$1.21,$0.53
122955,2014-09-08-13,9/8/2014,Format4,Inter229,"666,698","525,126","449,274","72,460","$7,994.92",27%,"$5,836.29",16.13%,$17.80,$0.11
122956,2014-09-08-16,9/8/2014,Format4,inter230,"1,046,721","748,610","642,685","91,842","$8,836.59",27%,"$6,450.71",14.29%,$13.75,$0.10
122957,2014-09-08-06,9/8/2014,Format1,inter230,"1,670,722","889,917","871,366","1,914","$1,669.01",35%,"$1,084.86",0.22%,$1.92,$0.87
122958,2014-09-08-16,9/8/2014,Format3,Inter221,"2,714,334","1,077,683","999,848","5,832","$1,639.33",35%,"$1,065.56",0.58%,$1.64,$0.28
122959,2014-09-07-19,9/7/2014,Format1,Inter217,"6,279,868","3,173,316","3,127,550","8,100","$4,883.43",33%,"$3,271.90",0.26%,$1.56,$0.60
122960,2014-09-08-02,9/8/2014,Format1,Inter218,"1,193,057","823,060","799,227","1,741","$1,250.58",35%,$812.88,0.22%,$1.56,$0.72
122961,2014-09-08-01,9/8/2014,Format5,Inter223,"163,235","93,289","82,547","8,429",$907.54,35%,$589.90,10.21%,$10.99,$0.11
122962,2014-09-08-12,9/8/2014,Format4,Inter217,"629,066","489,096","419,845","69,595","$7,951.42",27%,"$5,804.53",16.58%,$18.94,$0.11
122963,2014-09-08-06,9/8/2014,Format3,Inter222,"1,288,571","583,996","548,810","2,535","$1,149.11",35%,$746.92,0.46%,$2.09,$0.45
122964,2014-09-08-02,9/8/2014,Format2,Inter224,"2,716,755","1,811,354","1,722,169","1,962","$2,674.67",35%,"$1,738.54",0.11%,$1.55,$1.36
122965,2014-09-08-06,9/8/2014,Format5,Inter224,"82,381","51,662","46,011","7,110",$670.75,35%,$435.99,15.45%,$14.58,$0.09
122966,2014-09-07-21,9/7/2014,Format5,Inter225,"533,889","192,056","169,551","22,294","$1,319.67",35%,$857.79,13.15%,$7.78,$0.06
122967,2014-09-07-22,9/7/2014,Format3,Inter223,"2,160,286","953,187","909,510","3,310",$959.65,35%,$623.77,0.36%,$1.06,$0.29
122968,2014-09-08-15,9/8/2014,Format1,Inter219,"2,963,818","1,662,998","1,637,404","4,270","$2,918.08",35%,"$1,896.75",0.26%,$1.78,$0.68
122969,2014-09-08-02,9/8/2014,Format4,Inter218,"175,188","139,744","119,719","19,234","$2,806.83",35%,"$1,824.44",16.07%,$23.45,$0.15
122970,2014-09-08-00,9/8/2014,Format4,Inter219,"459,295","369,908","317,892","50,153","$5,871.37",30%,"$4,109.96",15.78%,$18.47,$0.12
122971,2014-09-07-18,9/7/2014,Format5,Inter226,"497,035","211,672","186,653","24,708","$1,486.33",35%,$966.12,13.24%,$7.96,$0.06
122972,2014-09-08-01,9/8/2014,Format1,Inter220,"1,090,271","669,847","657,431","1,309","$1,029.79",35%,$669.36,0.20%,$1.57,$0.79
122973,2014-09-08-03,9/8/2014,Format4,Inter220,"109,657","86,893","74,063","12,508","$1,468.20",35%,$954.33,16.89%,$19.82,$0.12
122974,2014-09-08-10,9/8/2014,Format5,Inter227,"182,266","117,405","100,969","12,650","$1,372.72",35%,$892.27,12.53%,$13.60,$0.11
122975,2014-09-07-17,9/7/2014,Format3,Inter224,"2,172,189","1,001,019","952,585","5,409","$1,723.35",35%,"$1,120.18",0.57%,$1.81,$0.32
122976,2014-09-07-20,9/7/2014,Format3,Inter225,"3,015,110","1,347,172","1,279,475","5,837","$1,632.50",35%,"$1,061.12",0.46%,$1.28,$0.28
122977,2014-09-08-13,9/8/2014,Format3,Inter226,"2,105,008","926,514","868,182","4,605","$1,717.67",35%,"$1,116.49",0.53%,$1.98,$0.37
122978,2014-09-08-13,9/8/2014,Format1,Inter221,"5,274,610","3,274,687","3,196,763","6,867","$4,153.10",33%,"$2,782.58",0.21%,$1.30,$0.60
122979,2014-09-08-05,9/8/2014,Format3,Inter227,"807,851","353,439","334,395","1,183",$571.57,35%,$371.52,0.35%,$1.71,$0.48
122980,2014-09-08-13,9/8/2014,Format1,Inter222,"2,794,667","1,575,607","1,549,789","3,924","$2,849.42",35%,"$1,852.12",0.25%,$1.84,$0.73
122981,2014-09-08-16,9/8/2014,Format4,Inter221,"43,201","17,373","4,279",290,$31.54,35%,$20.50,6.78%,$7.37,$0.11
122982,2014-09-07-21,9/7/2014,Format4,Inter222,"70,778","21,539","5,139",341,$36.39,35%,$23.65,6.64%,$7.08,$0.11
122983,2014-09-08-12,9/8/2014,Format3,Inter228,"1,044,740","544,137","517,326","2,728","$1,276.98",35%,$830.03,0.53%,$2.47,$0.47
122984,2014-09-08-07,9/8/2014,Format4,Inter223,"198,861","156,836","132,620","19,044","$2,419.50",35%,"$1,572.68",14.36%,$18.24,$0.13
122985,2014-09-08-01,9/8/2014,Format5,Inter228,"77,670","46,995","42,112","5,253",$522.12,35%,$339.38,12.47%,$12.40,$0.10
122986,2014-09-07-20,9/7/2014,Format5,Inter229,"572,636","220,029","193,740","25,436","$1,486.92",35%,$966.50,13.13%,$7.67,$0.06
122987,2014-09-08-01,9/8/2014,Format1,Inter223,"1,934,806","1,316,721","1,280,076","2,793","$1,864.65",35%,"$1,212.02",0.22%,$1.46,$0.67
122988,2014-09-08-09,9/8/2014,Format4,Inter224,"394,118","309,842","266,700","44,604","$5,405.83",30%,"$3,784.08",16.72%,$20.27,$0.12
122989,2014-09-08-02,9/8/2014,Format1,Inter224,"592,545","369,858","363,721",684,$587.47,35%,$381.85,0.19%,$1.62,$0.86
122990,2014-09-07-21,9/7/2014,Format5,inter230,"641,125","226,664","197,433","21,182","$1,429.44",35%,$929.13,10.73%,$7.24,$0.07
122991,2014-09-08-16,9/8/2014,Format5,Inter217,"388,625","195,641","168,886","17,495","$1,584.59",35%,"$1,029.99",10.36%,$9.38,$0.09
122992,2014-09-08-10,9/8/2014,Format5,Inter218,"148,095","100,459","88,865","14,044","$1,313.97",35%,$854.08,15.80%,$14.79,$0.09
122993,2014-09-08-05,9/8/2014,Format1,Inter225,"1,354,178","834,662","809,342","1,985","$1,412.00",35%,$917.80,0.25%,$1.74,$0.71
122994,2014-09-07-20,9/7/2014,Format5,Inter219,"565,950","213,348","184,310","20,064","$1,345.17",35%,$874.36,10.89%,$7.30,$0.07
122995,2014-09-08-01,9/8/2014,Format3,Inter229,"1,193,013","500,549","467,284","1,674",$733.24,35%,$476.60,0.36%,$1.57,$0.44
122996,2014-09-07-18,9/7/2014,Format4,Inter225,"41,516","17,713","5,762",415,$50.05,35%,$32.54,7.20%,$8.69,$0.12
122997,2014-09-07-21,9/7/2014,Format3,inter230,"2,850,746","1,253,651","1,194,360","4,686","$1,318.23",35%,$856.85,0.39%,$1.10,$0.28
122998,2014-09-08-09,9/8/2014,Format5,Inter220,"180,764","115,296","100,271","12,560","$1,382.47",35%,$898.61,12.53%,$13.79,$0.11
122999,2014-09-08-09,9/8/2014,Format3,Inter217,"1,040,044","564,493","539,799","3,020","$1,534.82",35%,$997.63,0.56%,$2.84,$0.51
