Date,Daily Confirmed,False Positives Found,Cumulative Confirmed,Daily Discharged,Passed but not due to COVID,Cumulative Discharged,Discharged to Isolation,Still Hospitalised,Daily Deaths,Cumulative Deaths,Tested positive demise,Daily Imported,Daily Local transmission,Local cases residing in dorms MOH report,Local cases not residing in doms MOH report,Intensive Care Unit (ICU),General Wards MOH report,In Isolation MOH report,Total Completed Isolation MOH report,Total Hospital Discharged MOH report,Requires Oxygen Supplementation or Unstable,Linked community cases,Unlinked community cases,Phase,Cumulative Vaccine Doses,Cumulative Individuals Vaccinated,Cumulative Individuals Vaccination Completed,Perc population completed at least one dose,Perc population completed vaccination,Sinovac vaccine doses,Cumulative individuals using Sinovac vaccine,Doses of other vaccines recognised by WHO,Cumulative individuals using other vaccines recognised by WHO,Number taken booster shots,Perc population taken booster shots
1/23/2020,1,,1,0,0,0,0,1,0,0,0,1,0,,,0,,,,,,,,,,,,,,,,,,,
1/24/2020,2,,3,0,0,0,0,3,0,0,0,2,0,,,0,,,,,,,,,,,,,,,,,,,
1/25/2020,1,,4,0,0,0,0,4,0,0,0,1,0,,,0,,,,,,,,,,,,,,,,,,,
1/26/2020,0,,4,0,0,0,0,4,0,0,0,0,0,,,0,,,,,,,,,,,,,,,,,,,
1/27/2020,1,,5,0,0,0,0,5,0,0,0,1,0,,,0,,,,,,,,,,,,,,,,,,,
1/28/2020,2,,7,0,0,0,0,7,0,0,0,2,0,,,0,,,,,,,,,,,,,,,,,,,
1/29/2020,3,,10,0,0,0,0,10,0,0,0,3,0,,,0,,,,,,,,,,,,,,,,,,,
1/30/2020,3,,13,0,0,0,0,13,0,0,0,3,0,,,0,,,,,,,,,,,,,,,,,,,
1/31/2020,3,,16,0,0,0,0,16,0,0,0,3,0,,,0,,,,,,,,,,,,,,,,,,,
2/1/2020,2,,18,0,0,0,0,18,0,0,0,2,0,,,0,,,,,,,,,,,,,,,,,,,
2/2/2020,0,,18,0,0,0,0,18,0,0,0,0,0,,,0,,,,,,,,,,,,,,,,,,,
2/3/2020,0,,18,0,0,0,0,18,0,0,0,0,0,,,0,,,,,,,,,,,,,,,,,,,
2/4/2020,6,,24,1,0,1,0,23,0,0,0,2,4,,,0,,,,,,,,,,,,,,,,,,,
2/5/2020,4,,28,0,0,1,0,27,0,0,0,1,3,,,0,,,,,,,,,,,,,,,,,,,
2/6/2020,2,,30,0,0,1,0,29,0,0,0,0,2,,,1,,,,,,,,,,,,,,,,,,,
2/7/2020,3,,33,1,0,2,0,31,0,0,0,0,3,,,2,,,,,,,,,,,,,,,,,,,
2/8/2020,7,,40,0,0,2,0,38,0,0,0,0,7,,,4,,,,,,,,,,,,,,,,,,,
2/9/2020,3,,43,4,0,6,0,37,0,0,0,0,3,,,6,,,,,,,,,,,,,,,,,,,
2/10/2020,2,,45,1,0,7,0,38,0,0,0,1,1,,,7,,,,,,,,,,,,,,,,,,,
2/11/2020,2,,47,2,0,9,0,38,0,0,0,0,2,,,7,,,,,,,,,,,,,,,,,,,
2/12/2020,3,,50,6,0,15,0,35,0,0,0,0,3,,,8,,,,,,,,,,,,,,,,,,,
2/13/2020,8,,58,0,0,15,0,43,0,0,0,0,8,,,7,,,,,,,,,,,,,,,,,,,
2/14/2020,9,,67,2,0,17,0,50,0,0,0,0,9,,,6,,,,,,,,,,,,,,,,,,,
2/15/2020,5,,72,1,0,18,0,54,0,0,0,0,5,,,6,,,,,,,,,,,,,,,,,,,
2/16/2020,3,,75,1,0,19,0,56,0,0,0,0,3,,,5,,,,,,,,,,,,,,,,,,,
2/17/2020,2,,77,5,0,24,0,53,0,0,0,1,1,,,4,,,,,,,,,,,,,,,,,,,
2/18/2020,4,,81,5,0,29,0,52,0,0,0,0,4,,,4,,,,,,,,,,,,,,,,,,,
2/19/2020,3,,84,5,0,34,0,50,0,0,0,0,3,,,4,,,,,,,,,,,,,,,,,,,
2/20/2020,1,,85,3,0,37,0,48,0,0,0,0,1,,,4,,,,,,,,,,,,,,,,,,,
2/21/2020,1,,86,10,0,47,0,39,0,0,0,0,1,,,5,,,,,,,,,,,,,,,,,,,
2/22/2020,3,,89,2,0,49,0,40,0,0,0,1,2,,,5,,,,,,,,,,,,,,,,,,,
2/23/2020,0,,89,2,0,51,0,38,0,0,0,0,0,,,5,,,,,,,,,,,,,,,,,,,
2/24/2020,1,,90,2,0,53,0,37,0,0,0,0,1,,,7,,,,,,,,,,,,,,,,,,,
2/25/2020,1,,91,5,0,58,0,33,0,0,0,0,1,,,7,,,,,,,,,,,,,,,,,,,
2/26/2020,2,,93,4,0,62,0,31,0,0,0,0,2,,,7,,,,,,,,,,,,,,,,,,,
2/27/2020,3,,96,4,0,66,0,30,0,0,0,0,3,,,8,,,,,,,,,,,,,,,,,,,
2/28/2020,2,,98,3,0,69,0,29,0,0,0,0,2,,,7,,,,,,,,,,,,,,,,,,,
2/29/2020,4,,102,3,0,72,0,30,0,0,0,0,4,,,7,,,,,,,,,,,,,,,,,,,
3/1/2020,4,,106,2,0,74,0,32,0,0,0,0,4,,,7,,,,,,,,,,,,,,,,,,,
3/2/2020,2,,108,4,0,78,0,30,0,0,0,0,2,,,6,,,,,,,,,,,,,,,,,,,
3/3/2020,2,,110,0,0,78,0,32,0,0,0,0,2,,,7,,,,,,,,,,,,,,,,,,,
3/4/2020,2,,112,1,0,79,0,33,0,0,0,0,2,,,7,,,,,,,,,,,,,,,,,,,
3/5/2020,5,,117,2,0,81,0,36,0,0,0,1,4,,,7,,,,,,,,,,,,,,,,,,,
3/6/2020,13,,130,1,0,82,0,48,0,0,0,2,11,,,9,,,,,,,,,,,,,,,,,,,
3/7/2020,8,,138,8,0,90,0,48,0,0,0,2,6,,,8,,,,,,,,,,,,,,,,,,,
3/8/2020,12,,150,0,0,90,0,60,0,0,0,1,11,,,9,,,,,,,,,,,,,,,,,,,
3/9/2020,10,,160,3,0,93,0,67,0,0,0,3,7,,,10,,,,,,,,,,,,,,,,,,,
3/10/2020,6,,166,0,0,93,0,73,0,0,0,0,6,,,12,,,,,,,,,,,,,,,,,,,
3/11/2020,12,,178,3,0,96,0,82,0,0,0,8,4,,,9,,,,,,,,,,,,,,,,,,,
3/12/2020,9,,187,0,0,96,0,91,0,0,0,5,4,,,9,,,,,,,,,,,,,,,,,,,
3/13/2020,13,,200,1,0,97,0,103,0,0,0,9,4,,,11,,,,,,,,,,,,,,,,,,,
3/14/2020,12,,212,8,0,105,0,107,0,0,0,9,3,,,14,,,,,,,,,,,,,,,,,,,
3/15/2020,14,,226,0,0,105,0,121,0,0,0,9,5,,,13,,,,,,,,,,,,,,,,,,,
3/16/2020,17,,243,4,0,109,0,134,0,0,0,11,6,,,13,,,,,,,,,,,,,,,,,,,
3/17/2020,23,,266,5,0,114,0,152,0,0,0,17,6,,,14,,,,,,,,,,,,,,,,,,,
3/18/2020,47,,313,3,0,117,0,196,0,0,0,33,14,,,15,,,,,,,,,,,,,,,,,,,
3/19/2020,32,,345,7,0,124,0,221,0,0,0,24,8,,,15,,,,,,,,,,,,,,,,,,,
3/20/2020,40,,385,7,0,131,0,254,0,0,0,30,10,,,16,238,0,0,131,,,,,,,,,,,,,,,
3/21/2020,47,,432,9,0,140,0,290,2,2,0,39,8,,,14,276,0,0,140,,,,,,,,,,,,,,,
3/22/2020,23,,455,4,0,144,0,309,0,2,0,18,5,,,14,295,0,0,144,,,,,,,,,,,,,,,
3/23/2020,54,,509,8,0,152,0,355,0,2,0,48,6,,,15,340,0,0,152,,,,,,,,,,,,,,,
3/24/2020,49,,558,3,0,155,0,401,0,2,0,32,17,,,17,384,0,0,155,,,,,,,,,,,,,,,
3/25/2020,73,,631,5,0,160,65,404,0,2,0,38,35,,,17,388,64,0,160,,,,,,,,,,,,,,,
3/26/2020,52,,683,12,0,172,87,422,0,2,0,28,24,,,18,404,87,0,172,,,,,,,,,,,,,,,
3/27/2020,49,,732,11,0,183,115,432,0,2,0,22,27,,,17,415,115,4,179,,,,,,,,,,,,,,,
3/28/2020,70,,802,15,0,198,182,420,0,2,0,41,29,,,19,401,182,14,184,,,,,,,,,,,,,,,
3/29/2020,42,,844,14,0,212,206,423,1,3,0,24,18,2,17,19,404,206,18,194,,,,,,,,,,,,,,,
3/30/2020,35,,879,16,0,228,228,420,0,3,0,9,26,3,22,19,401,228,28,200,,,,,,,,,,,,,,,
3/31/2020,47,,926,12,0,240,260,423,0,3,0,16,31,6,25,22,401,260,32,208,,,,,,,,,,,,,,,
4/1/2020,74,,1000,5,0,245,291,461,0,3,0,20,54,11,43,24,437,291,34,211,,,,,,,,,,,,,,,
4/2/2020,49,,1049,21,0,266,315,464,1,4,0,8,41,7,34,23,441,315,42,224,,,,,,,,,,,,,,,
4/3/2020,65,,1114,16,0,282,354,473,1,5,0,9,56,22,34,25,448,354,47,235,,,,,,,,,,,,,,,
4/4/2020,75,,1189,15,0,297,386,500,1,6,0,6,69,23,45,26,474,386,55,242,,,,,,,,,,,,,,,
4/5/2020,120,,1309,23,0,320,414,569,0,6,0,4,116,57,59,25,544,414,68,252,,,,,,,,,,,,,,,
4/6/2020,66,,1375,24,0,344,454,571,0,6,0,1,65,38,27,25,546,454,81,263,,,,,,,,,,,,,,,
4/7/2020,106,,1481,33,0,377,471,627,0,6,0,3,103,46,57,29,598,471,101,276,,,,Circuit Breaker,,,,,,,,,,,
4/8/2020,142,,1623,29,0,406,542,669,0,6,0,2,140,65,75,29,640,542,115,291,,,,Circuit Breaker,,,,,,,,,,,
4/9/2020,287,,1910,54,1,460,559,885,0,6,0,3,284,214,70,29,856,559,146,314,,,,Circuit Breaker,,,,,,,,,,,
4/10/2020,198,,2108,32,0,492,734,875,1,7,0,0,198,141,57,32,845,734,172,318,,,,Circuit Breaker,,,,,,,,,,,
4/11/2020,191,,2299,35,0,527,820,944,1,8,0,0,191,152,39,31,914,820,199,327,,,,Circuit Breaker,,,,,,,,,,,
4/12/2020,233,,2532,32,0,559,988,977,0,8,0,0,233,188,45,31,947,988,217,341,,,,Circuit Breaker,,,,,,,,,,,
4/13/2020,386,,2918,26,0,585,1165,1159,1,9,0,0,386,334,52,29,1131,1165,239,345,,,,Circuit Breaker,,,,,,,,,,,
4/14/2020,334,,3252,25,0,610,1316,1316,1,10,0,0,334,275,59,28,1289,1316,259,350,,,,Circuit Breaker,,,,,,,,,,,
4/15/2020,447,,3699,41,0,651,1540,1497,0,10,1,0,447,406,41,26,1473,1541,284,365,,,,Circuit Breaker,,,,,,,,,,,
4/16/2020,728,,4427,31,0,682,1848,1886,0,10,0,0,728,676,52,23,1866,1848,309,371,,,,Circuit Breaker,,,,,,,,,,,
4/17/2020,623,,5050,25,0,707,2218,2113,1,11,0,1,622,559,63,22,2095,2218,312,392,,,,Circuit Breaker,,,,,,,,,,,
4/18/2020,942,,5992,38,0,745,2678,2557,0,11,0,0,942,893,49,23,2538,2683,331,406,,,,Circuit Breaker,,,,,,,,,,,
4/19/2020,596,,6588,26,0,771,2888,2917,0,11,0,0,596,544,52,22,2899,2893,339,424,,,,Circuit Breaker,,,,,,,,,,,
4/20/2020,1426,,8014,33,0,804,3782,3416,0,11,0,0,1426,1371,55,23,1364,5829,351,436,,,,Circuit Breaker,,,,,,,,,,,
4/21/2020,1111,,9125,39,0,843,4682,3588,0,11,0,0,1111,1050,61,27,1381,6881,371,454,,,,Circuit Breaker,,,,,,,,,,,
4/22/2020,1016,,10141,57,0,900,4999,4229,1,12,0,0,1016,967,49,25,1571,7651,413,469,,,,Circuit Breaker,,,,,,,,,,,
4/23/2020,1037,,11178,36,1,936,8874,1355,0,12,0,0,1037,982,55,26,1342,8880,434,484,,,,Circuit Breaker,,,,,,,,,,,
4/24/2020,897,,12075,38,0,974,9878,1210,0,12,0,0,897,852,45,24,1205,9878,449,507,,,,Circuit Breaker,,,,,,,,,,,
4/25/2020,618,,12693,46,0,1020,10465,1195,0,12,0,0,618,597,21,24,1190,10465,474,528,,,,Circuit Breaker,,,,,,,,,,,
4/26/2020,931,,13624,58,0,1078,11241,1292,0,12,0,2,929,886,43,22,1289,11241,514,546,,,,Circuit Breaker,,,,,,,,,,,
4/27/2020,799,,14423,35,0,1113,11863,1432,2,14,0,0,799,764,35,20,1431,11863,532,563,,,,Circuit Breaker,,,,,,,,,,,
4/28/2020,528,,14951,33,0,1146,12120,1670,0,14,0,0,528,511,17,21,1668,12120,551,577,,,,Circuit Breaker,,,,,,,,,,,
4/29/2020,690,,15641,62,0,1208,12725,1693,0,14,0,0,690,660,30,22,1692,12725,594,594,,,,Circuit Breaker,,,,,,,,,,,
4/30/2020,528,,16169,56,0,1264,13202,1687,1,15,0,0,528,488,40,21,1687,13202,624,620,,,,Circuit Breaker,,,,,,,,,,,
5/1/2020,932,,17101,24,0,1288,14053,1743,1,16,0,0,932,905,27,23,1741,14053,630,638,,,,Circuit Breaker,,,,,,,,,,,
5/2/2020,447,,17548,79,0,1367,14474,1688,1,17,1,0,447,431,16,24,1686,14474,685,662,,,,Circuit Breaker,,,,,,,,,,,
5/3/2020,657,,18205,61,0,1428,15149,1608,1,18,0,0,657,626,31,22,1608,15149,722,686,,,,Circuit Breaker,,,,,,,,,,,
5/4/2020,573,,18778,49,0,1477,15812,1469,0,18,0,0,573,560,13,25,1466,15812,744,713,,,,Circuit Breaker,,,,,,,,,,,
5/5/2020,632,,19410,62,1,1539,16289,1562,0,18,0,0,632,605,27,24,1560,16289,786,733,,,,Circuit Breaker,,,,,,,,,,,
5/6/2020,788,,20198,115,0,1654,17082,1440,2,20,0,0,788,760,28,23,1439,17082,860,774,,,,Circuit Breaker,,,,,,,,,,,
5/7/2020,741,,20939,78,0,1732,17831,1354,0,20,0,0,741,725,16,19,1357,17831,896,816,,,,Circuit Breaker,,,,,,,,,,,
5/8/2020,768,,21707,328,0,2060,18402,1223,0,20,0,0,768,750,18,22,1223,18402,1205,835,,,,Circuit Breaker,,,,,,,,,,,
5/9/2020,753,,22460,256,0,2316,19020,1102,0,20,0,0,753,739,14,23,1101,19020,1442,854,,,,Circuit Breaker,,,,,,,,,,,
5/10/2020,876,,23336,425,0,2741,19498,1075,0,20,0,1,875,860,15,22,1075,19498,1836,885,,,,Circuit Breaker,,,,,,,,,,,
5/11/2020,486,35,23787,504,0,3245,19448,1070,1,21,1,0,486,481,5,24,1069,19448,2322,903,,,,Circuit Breaker,,,,,,,,,,,
5/12/2020,884,0,24671,626,0,3871,19667,1107,0,21,2,0,884,877,7,20,1112,19667,2927,924,,,,Circuit Breaker,,,,,,,,,,,
5/13/2020,675,0,25346,958,0,4829,19479,1012,0,21,0,0,675,671,4,19,1018,19479,3858,951,,,,Circuit Breaker,,,,,,,,,,,
5/14/2020,752,0,26098,1164,0,5993,19032,1047,0,21,0,0,752,750,2,20,1052,19032,4978,995,,,,Circuit Breaker,,,,,,,,,,,
5/15/2020,793,0,26891,1275,0,7268,18498,1099,0,21,0,0,793,791,2,18,1106,18498,6229,1019,,,,Circuit Breaker,,,,,,,,,,,
5/16/2020,465,0,27356,1094,0,8362,17881,1086,1,22,0,0,465,457,8,16,1095,17881,7309,1033,,,,Circuit Breaker,,,,,,,,,,,
5/17/2020,682,0,28038,998,0,9360,17466,1185,0,22,0,0,682,673,9,16,1194,17466,8286,1054,,,,Circuit Breaker,,,,,,,,,,,
5/18/2020,305,0,28343,495,0,9855,17450,1011,0,22,0,0,305,303,2,12,1024,17450,8776,1059,,,,Circuit Breaker,,,,,,,,,,,
5/19/2020,451,0,28794,530,0,10385,17403,979,0,22,0,0,451,450,1,10,994,17403,9284,1081,,,,Circuit Breaker,,,,,,,,,,,
5/20/2020,570,0,29364,842,0,11227,17181,929,0,22,0,0,570,562,8,11,943,17181,10110,1097,,,,Circuit Breaker,,,,,,,,,,,
5/21/2020,448,0,29812,910,0,12137,16771,876,1,23,0,0,448,434,14,10,891,16771,11017,1100,,,,Circuit Breaker,,,,,,,,,,,
5/22/2020,614,0,30426,838,0,12975,16650,773,0,23,0,0,614,610,4,8,790,16650,11883,1122,,,,Circuit Breaker,,,,,,,,,,,
5/23/2020,642,0,31068,927,0,13902,16452,686,0,23,0,0,642,631,11,8,703,16452,12731,1151,,,,Circuit Breaker,,,,,,,,,,,
5/24/2020,548,0,31616,994,0,14896,16027,665,0,23,0,0,548,544,4,8,682,16027,13686,1190,,,,Circuit Breaker,,,,,,,,,,,
5/25/2020,344,0,31960,862,0,15758,15592,582,0,23,0,0,344,338,6,8,599,15592,14521,1217,,,,Circuit Breaker,,,,,,,,,,,
5/26/2020,383,0,32343,706,0,16464,15291,560,0,23,0,0,383,381,2,8,577,15291,15203,1241,,,,Circuit Breaker,,,,,,,,,,,
5/27/2020,533,0,32876,832,0,17296,15052,500,0,23,0,0,533,529,4,7,518,15052,16007,1269,,,,Circuit Breaker,,,,,,,,,,,
5/28/2020,373,0,33249,1018,0,18314,14422,485,0,23,0,0,373,372,1,7,503,14422,16996,1298,,,,Circuit Breaker,,,,,,,,,,,
5/29/2020,611,0,33860,1337,0,19651,13745,436,0,23,0,0,611,602,9,8,453,13745,18298,1333,,,,Circuit Breaker,,,,,,,,,,,
5/30/2020,506,0,34366,1096,0,20747,13242,349,0,23,0,0,506,501,5,7,367,13242,19305,1422,,,,Circuit Breaker,,,,,,,,,,,
5/31/2020,518,0,34884,972,0,21719,12841,296,0,23,0,0,518,516,2,8,313,12841,20245,1454,,,,Circuit Breaker,,,,,,,,,,,
6/1/2020,408,0,35292,767,0,22486,12458,319,1,24,0,0,408,408,0,7,337,12458,21004,1462,,,,Circuit Breaker,,,,,,,,,,,
6/2/2020,544,0,35836,709,0,23195,12306,306,0,24,0,0,544,540,4,6,325,12306,21706,1469,,,,Phase 1,,,,,,,,,,,
6/3/2020,569,0,36405,407,0,23602,12465,309,0,24,0,0,569,562,7,5,329,12465,22089,1493,,,,Phase 1,,,,,,,,,,,
6/4/2020,517,0,36922,322,0,23924,12691,278,0,24,0,0,517,502,15,5,298,12691,22404,1500,,,,Phase 1,,,,,,,,,,,
6/5/2020,261,0,37183,305,0,24229,12643,282,0,24,0,0,261,250,11,4,303,12643,22693,1516,,,,Phase 1,,,,,,,,,,,
6/6/2020,344,0,37527,350,0,24579,12635,283,1,25,0,0,344,337,7,4,304,12635,23041,1518,,,,Phase 1,,,,,,,,,,,
6/7/2020,383,0,37910,327,0,24906,12704,270,0,25,0,0,383,369,14,3,292,12704,23361,1525,,,,Phase 1,,,,,,,,,,,
6/8/2020,386,0,38296,482,0,25388,12634,244,0,25,0,0,386,384,2,4,265,12634,23823,1545,,,,Phase 1,,,,,,,,,,,
6/9/2020,218,0,38514,509,0,25897,12364,223,0,25,0,0,218,212,6,3,245,12364,24316,1561,,,,Phase 1,,,,,,,,,,,
6/10/2020,451,0,38965,655,0,26552,12185,198,0,25,0,0,451,444,7,3,220,12185,24948,1584,,,,Phase 1,,,,,,,,,,,
6/11/2020,422,0,39387,754,0,27306,11849,201,0,25,1,0,422,416,6,2,225,11849,25689,1597,,,,Phase 1,,,,,,,,,,,
6/12/2020,463,0,39850,754,0,28060,11546,213,0,25,0,0,463,445,18,2,237,11546,26434,1606,,,,Phase 1,,,,,,,,,,,
6/13/2020,347,0,40197,768,0,28828,11135,202,1,26,0,0,347,342,5,1,227,11135,27191,1617,,,,Phase 1,,,,,,,,,,,
6/14/2020,407,0,40604,781,0,29609,10751,212,0,26,0,1,406,397,9,2,236,10751,27961,1628,,,,Phase 1,,,,,,,,,,,
6/15/2020,214,0,40818,777,0,30386,10183,217,0,26,0,0,214,211,3,2,241,10183,28731,1635,,,,Phase 1,,,,,,,,,,,
6/16/2020,151,0,40969,797,0,31183,9511,243,0,26,0,0,151,149,2,2,267,9511,29516,1647,,,,Phase 1,,,,,,,,,,,
6/17/2020,247,0,41216,775,0,31958,8995,231,0,26,0,0,247,242,5,2,255,8995,30277,1661,,,,Phase 1,,,,,,,,,,,
6/18/2020,257,0,41473,774,0,32732,8510,199,0,26,0,0,257,253,4,2,223,8510,31046,1666,,,,Phase 1,,,,,,,,,,,
6/19/2020,142,0,41615,747,0,33479,7918,186,0,26,0,0,142,141,1,2,210,7918,31781,1678,,,,Phase 2,,,,,,,,,,,
6/20/2020,218,0,41833,765,0,34244,7398,159,0,26,0,0,218,216,2,1,184,7398,32540,1684,,,,Phase 2,,,,,,,,,,,
6/21/2020,262,0,42095,718,0,34962,6948,153,0,26,0,0,262,252,10,1,178,6948,33247,1695,,,,Phase 2,,,,,,,,,,,
6/22/2020,218,0,42313,648,0,35610,6497,174,0,26,0,0,218,217,1,1,199,6497,33882,1708,,,,Phase 2,,,,,,,,,,,
6/23/2020,119,0,42432,405,1,36015,6219,166,0,26,0,0,119,116,3,1,191,6219,34283,1712,,,,Phase 2,,,,,,,,,,,
6/24/2020,191,0,42623,304,0,36319,6109,163,0,26,0,0,191,184,7,1,188,6109,34582,1717,,,,Phase 2,,,,,,,,,,,
6/25/2020,113,0,42736,305,0,36624,5917,163,0,26,0,0,113,108,5,1,188,5917,34886,1718,,,,Phase 2,,,,,,,,,,,
6/26/2020,219,0,42955,221,0,36845,5921,157,0,26,0,0,219,213,6,1,182,5921,35095,1730,,,,Phase 2,,,,,,,,,,,
6/27/2020,291,0,43246,338,1,37183,5883,148,0,26,0,0,291,280,11,1,173,5883,35429,1734,,,,Phase 2,,,,,,,,,,,
6/28/2020,213,0,43459,345,0,37528,5741,158,0,26,0,0,213,202,11,1,183,5741,35756,1752,,,,Phase 2,,,,,,,,,,,
6/29/2020,202,0,43661,477,0,38005,5453,171,0,26,0,0,202,196,6,1,196,5453,36224,1761,,,,Phase 2,,,,,,,,,,,
6/30/2020,246,0,43907,515,0,38520,5166,189,0,26,0,1,245,240,5,1,214,5166,36734,1766,,,,Phase 2,,,,,,,,,,,
7/1/2020,215,0,44122,511,0,39031,4876,183,0,26,0,4,211,201,10,1,208,4876,37238,1773,,,,Phase 2,,,,,,,,,,,
7/2/2020,188,0,44310,418,0,39449,4654,175,0,26,0,1,187,177,10,1,200,4654,37654,1784,,,,Phase 2,,,,,,,,,,,
7/3/2020,169,0,44479,340,0,39789,4461,197,0,26,0,3,166,155,11,1,222,4461,37980,1789,,,,Phase 2,,,,,,,,,,,
7/4/2020,185,0,44664,348,0,40137,4317,178,0,26,0,1,184,175,9,2,202,4317,38317,1800,,,,Phase 2,,,,,,,,,,,
7/5/2020,136,0,44800,324,0,40461,4121,186,0,26,0,7,129,111,18,2,210,4121,38627,1814,,,,Phase 2,,,,,,,,,,,
7/6/2020,183,0,44983,276,0,40737,4032,182,0,26,0,3,180,157,23,2,206,4032,38892,1825,,,,Phase 2,,,,,,,,,,,
7/7/2020,157,0,45140,285,0,41022,3893,193,0,26,0,3,154,134,20,1,218,3893,39171,1831,,,,Phase 2,,,,,,,,,,,
7/8/2020,158,1,45297,321,0,41343,3734,187,0,26,1,3,155,146,9,1,214,3734,39482,1841,,,,Phase 2,,,,,,,,,,,
7/9/2020,125,0,45422,322,1,41665,3554,170,0,26,0,1,124,103,21,1,196,3554,39793,1852,,,,Phase 2,,,,,,,,,,,
7/10/2020,191,1,45612,135,0,41800,3604,175,0,26,0,1,190,174,16,1,202,3604,39925,1855,,,,Phase 2,,,,,,,,,,,
7/11/2020,170,0,45782,246,0,42046,3539,164,0,26,0,1,169,145,24,1,191,3539,40151,1875,,,,Phase 2,,,,,,,,,,,
7/12/2020,178,0,45960,259,0,42305,3468,154,0,26,0,1,177,176,1,1,181,3468,40401,1884,,,,Phase 2,,,,,,,,,,,
7/13/2020,322,0,46282,256,0,42561,3550,138,0,26,0,5,317,306,11,1,165,3550,40653,1888,,,,Phase 2,,,,,,,,,,,
7/14/2020,347,0,46629,196,0,42757,3704,134,1,27,0,2,345,338,7,0,161,3704,40842,1895,,,,Phase 2,,,,,,,,,,,
7/15/2020,249,0,46878,251,0,43008,3704,132,0,27,0,5,244,229,15,0,159,3704,41081,1907,,,,Phase 2,,,,,,,,,,,
7/16/2020,248,0,47126,268,0,43276,3697,119,0,27,0,4,244,233,11,0,146,3697,41339,1917,,,,Phase 2,,,,,,,,,,,
7/17/2020,327,0,47453,321,0,43597,3684,137,0,27,1,3,324,315,9,0,165,3684,41654,1923,,,,Phase 2,,,,,,,,,,,
7/18/2020,202,0,47655,256,0,43853,3626,141,0,27,0,8,194,187,7,0,169,3626,41906,1927,,,,Phase 2,,,,,,,,,,,
7/19/2020,257,0,47912,253,0,44106,3618,153,0,27,0,5,252,244,8,0,181,3618,42156,1930,,,,Phase 2,,,,,,,,,,,
7/20/2020,123,0,48035,285,0,44391,3454,155,0,27,0,2,121,110,11,0,183,3454,42436,1935,,,,Phase 2,,,,,,,,,,,
7/21/2020,399,0,48434,213,0,44604,3653,142,0,27,0,3,396,387,9,0,170,3653,42642,1942,,,,Phase 2,,,,,,,,,,,
7/22/2020,310,0,48744,211,0,44815,3772,122,0,27,0,6,304,296,8,0,150,3772,42839,1956,,,,Phase 2,,,,,,,,,,,
7/23/2020,354,0,49098,220,0,45035,3919,109,0,27,0,5,349,341,8,0,137,3919,43048,1967,,,,Phase 2,,,,,,,,,,,
7/24/2020,277,0,49375,157,0,45192,4019,129,0,27,0,2,275,272,3,0,157,4019,43186,1986,,,,Phase 2,,,,,,,,,,,
7/25/2020,513,0,49888,180,0,45372,4316,165,0,27,0,6,507,505,2,0,148,4361,43357,1995,,,,Phase 2,,,,,,,,,,,
7/26/2020,481,0,50369,169,0,45541,4648,145,0,27,0,4,477,472,5,0,173,4648,43518,2003,,,,Phase 2,,,,,,,,,,,
7/27/2020,469,0,50838,171,0,45712,4940,151,0,27,0,15,454,452,2,0,179,4940,43686,2006,,,,Phase 2,,,,,,,,,,,
7/28/2020,359,0,51197,201,0,45913,5092,157,0,27,0,2,357,355,2,0,185,5092,43875,2018,,,,Phase 2,,,,,,,,,,,
7/29/2020,334,0,51531,205,0,46118,5222,156,0,27,0,4,330,327,3,0,184,5222,44071,2027,,,,Phase 2,,,,,,,,,,,
7/30/2020,278,0,51809,210,0,46328,5326,120,0,27,0,4,274,270,4,0,148,5326,44264,2044,,,,Phase 2,,,,,,,,,,,
7/31/2020,396,0,52205,183,0,46511,5551,108,0,27,0,3,393,390,3,0,136,5551,44436,2055,,,,Phase 2,,,,,,,,,,,
8/1/2020,307,0,52512,249,0,46760,5628,89,0,27,0,5,302,301,1,0,117,5628,44677,2063,,,,Phase 2,,,,,,,,,,,
8/2/2020,313,0,52825,186,0,46946,5763,81,0,27,0,5,308,307,1,0,109,5763,44852,2074,,,,Phase 2,,,,,,,,,,,
8/3/2020,226,0,53051,253,0,47199,5730,87,0,27,0,9,217,216,1,1,114,5730,45096,2083,,,,Phase 2,,,,,,,,,,,
8/4/2020,295,0,53346,275,0,47474,5740,97,0,27,0,7,288,286,2,1,124,5740,45364,2090,,,,Phase 2,,,,,,,,,,,
8/5/2020,908,0,54254,314,0,47788,6333,98,0,27,0,4,904,903,1,1,125,6333,45668,2100,,,,Phase 2,,,,,,,,,,,
8/6/2020,301,0,54555,263,0,48051,6385,84,0,27,0,4,297,293,4,0,112,6385,45925,2106,,,,Phase 2,,,,,,,,,,,
8/7/2020,242,0,54797,281,0,48332,6334,96,0,27,0,6,236,235,1,0,124,6334,46196,2116,,,,Phase 2,,,,,,,,,,,
8/8/2020,132,0,54929,271,0,48603,6174,117,0,27,0,6,126,125,1,0,145,6174,46457,2126,,,,Phase 2,,,,,,,,,,,
8/9/2020,175,0,55104,332,0,48935,6027,107,0,27,0,3,172,171,1,0,135,6027,46778,2137,,,,Phase 2,,,,,,,,,,,
8/10/2020,188,0,55292,694,0,49629,5544,84,0,27,0,12,176,175,1,0,112,5544,47453,2156,,,,Phase 2,,,,,,,,,,,
