Date,Daily Confirmed,False Positives Found,Cumulative Confirmed,Daily Discharged,Passed but not due to COVID,Cumulative Discharged,Discharged to Isolation,Still Hospitalised,Daily Deaths,Cumulative Deaths,Tested positive demise,Daily Imported,Daily Local transmission,Local cases residing in dorms MOH report,Local cases not residing in doms MOH report,Intensive Care Unit (ICU),General Wards MOH report,In Isolation MOH report,Total Completed Isolation MOH report,Total Hospital Discharged MOH report,Requires Oxygen Supplementation or Unstable,Linked community cases,Unlinked community cases,Phase,Cumulative Vaccine Doses,Cumulative Individuals Vaccinated,Cumulative Individuals Vaccination Completed,Perc population completed at least one dose,Perc population completed vaccination,Sinovac vaccine doses,Cumulative individuals using Sinovac vaccine,Doses of other vaccines recognised by WHO,Cumulative individuals using other vaccines recognised by WHO,Number taken booster shots,Perc population taken booster shots
8/11/2020,61,0,55353,519,0,50148,5094,76,0,27,0,3,58,56,2,0,104,5094,47960,2168,,,,Phase 2,,,,,,,,,,,
8/12/2020,42,0,55395,392,0,50540,4756,64,0,27,0,11,31,30,1,0,92,4756,48341,2179,,,,Phase 2,,,,,,,,,,,
8/13/2020,102,0,55497,216,0,50756,4643,63,0,27,0,6,96,91,5,0,91,4643,48552,2184,,,,Phase 2,,,,,,,,,,,
8/14/2020,83,0,55580,313,0,51069,4425,51,0,27,0,4,79,79,0,0,79,4425,48856,2193,,,,Phase 2,,,,,,,,,,,
8/15/2020,81,0,55661,472,0,51541,4030,55,0,27,0,16,65,62,3,0,83,4030,49326,2195,,,,Phase 2,,,,,,,,,,,
8/16/2020,86,0,55747,432,0,51973,3685,54,0,27,0,6,80,78,2,0,82,3686,49746,2206,,,,Phase 2,,,,,,,,,,,
8/17/2020,91,0,55838,397,0,52370,3379,54,0,27,0,6,85,85,0,0,82,3380,50142,2207,,,,Phase 2,,,,,,,,,,,
8/18/2020,100,0,55938,183,0,52553,3290,60,0,27,0,2,98,97,1,0,88,3291,50323,2209,,,,Phase 2,,,,,,,,,,,
8/19/2020,93,0,56031,277,0,52830,3107,59,0,27,0,6,87,85,2,0,87,3108,50597,2212,,,,Phase 2,,,,,,,,,,,
8/20/2020,68,0,56099,309,0,53139,2878,47,0,27,0,2,66,66,0,0,75,2879,50901,2217,,,,Phase 2,,,,,,,,,,,
8/21/2020,117,0,56216,532,0,53671,2466,44,0,27,0,13,104,98,6,0,72,2467,51427,2223,,,,Phase 2,,,,,,,,,,,
8/22/2020,50,0,56266,269,0,53940,2238,53,0,27,0,5,45,43,2,0,81,2239,51691,2228,,,,Phase 2,,,,,,,,,,,
8/23/2020,87,0,56353,244,0,54184,2086,48,0,27,0,13,74,73,1,0,76,2087,51929,2234,,,,Phase 2,,,,,,,,,,,
8/24/2020,51,0,56404,423,0,54607,1706,56,0,27,0,7,44,43,1,0,84,1707,52347,2239,,,,Phase 2,,,,,,,,,,,
8/25/2020,31,0,56435,230,0,54837,1514,49,0,27,0,1,30,30,0,0,78,1514,52564,2252,,,,Phase 2,,,,,,,,,,,
8/26/2020,60,0,56495,155,0,54992,1432,36,0,27,0,10,50,47,3,0,65,1432,52708,2263,,,,Phase 2,,,,,,,,,,,
8/27/2020,77,0,56572,168,0,55160,1340,37,0,27,0,5,72,70,2,0,66,1340,52871,2268,,,,Phase 2,,,,,,,,,,,
8/28/2020,94,0,56666,198,0,55358,1231,42,0,27,0,10,84,80,4,0,71,1231,53066,2271,,,,Phase 2,,,,,,,,,,,
8/29/2020,51,0,56717,110,0,55468,1173,41,0,27,0,3,48,47,1,0,70,1173,53166,2281,,,,Phase 2,,,,,,,,,,,
8/30/2020,54,0,56771,139,0,55607,1084,45,0,27,0,7,47,39,8,0,74,1084,53300,2286,,,,Phase 2,,,,,,,,,,,
8/31/2020,41,0,56812,72,0,55679,1049,49,0,27,0,7,34,31,3,0,78,1049,53366,2292,,,,Phase 2,,,,,,,,,,,
9/1/2020,40,0,56852,91,0,55770,990,57,0,27,0,7,33,32,1,0,86,990,53455,2294,,,,Phase 2,,,,,,,,,,,
9/2/2020,49,41,56860,142,0,55912,867,46,0,27,0,3,46,43,3,0,75,867,53592,2299,,,,Phase 2,,,,,,,,,,,
9/3/2020,48,0,56908,137,0,56049,801,23,0,27,0,5,43,41,2,0,52,801,53712,2316,,,,Phase 2,,,,,,,,,,,
9/4/2020,40,0,56948,146,0,56195,696,22,0,27,0,3,37,37,0,0,51,696,53852,2322,,,,Phase 2,,,,,,,,,,,
9/5/2020,34,0,56982,93,0,56288,638,21,0,27,0,2,32,29,3,0,50,638,53942,2325,,,,Phase 2,,,,,,,,,,,
9/6/2020,40,0,57022,66,0,56354,611,22,0,27,0,13,27,23,4,0,51,611,53998,2335,,,,Phase 2,,,,,,,,,,,
9/7/2020,22,0,57044,75,0,56429,558,22,0,27,0,3,19,18,1,0,51,558,54068,2340,,,,Phase 2,,,,,,,,,,,
9/8/2020,47,0,57091,53,0,56482,555,19,0,27,0,1,46,46,0,0,48,555,54117,2344,,,,Phase 2,,,,,,,,,,,
9/9/2020,75,0,57166,31,0,56513,613,5,0,27,0,14,61,60,1,0,34,613,54136,2356,,,,Phase 2,,,,,,,,,,,
9/10/2020,63,0,57229,66,0,56579,597,18,0,27,0,6,57,55,2,0,47,597,54200,2358,,,,Phase 2,,,,,,,,,,,
9/11/2020,86,0,57315,49,0,56628,632,20,0,27,0,13,73,73,0,0,49,632,54243,2364,,,,Phase 2,,,,,,,,,,,
9/12/2020,42,0,57357,92,0,56720,577,25,0,27,0,10,32,28,4,0,54,577,54328,2371,,,,Phase 2,,,,,,,,,,,
9/13/2020,49,0,57406,65,0,56785,555,31,0,27,0,8,41,40,1,0,60,555,54387,2377,,,,Phase 2,,,,,,,,,,,
9/14/2020,48,0,57454,38,0,56823,572,24,0,27,0,5,43,43,0,0,53,572,54415,2387,,,,Phase 2,,,,,,,,,,,
9/15/2020,34,0,57488,82,0,56905,526,22,0,27,0,6,28,28,0,0,51,526,54495,2389,,,,Phase 2,,,,,,,,,,,
9/16/2020,27,1,57514,71,0,56976,490,13,0,27,0,2,25,23,2,0,42,490,54556,2399,,,,Phase 2,,,,,,,,,,,
9/17/2020,18,0,57532,84,0,57060,423,14,0,27,0,2,16,15,1,0,43,423,54634,2405,,,,Phase 2,,,,,,,,,,,
9/18/2020,11,0,57543,32,0,57092,407,9,0,27,0,1,10,9,0,0,38,407,54658,2413,,,,Phase 2,,,,,,,,,,,
9/19/2020,15,0,57558,71,0,57163,362,-2,0,27,0,5,10,9,1,0,27,362,54720,2422,,,,Phase 2,,,,,,,,,,,
9/20/2020,18,0,57576,39,0,57202,338,1,0,27,0,4,14,13,1,0,30,338,54756,2425,,,,Phase 2,,,,,,,,,,,
9/21/2020,31,1,57606,60,0,57262,302,7,0,27,0,9,22,22,0,0,36,302,54817,2424,,,,Phase 2,,,,,,,,,,,
9/22/2020,21,0,57627,21,0,57283,301,8,0,27,0,1,20,20,0,0,37,301,54833,2429,,,,Phase 2,,,,,,,,,,,
9/23/2020,12,0,57639,29,0,57312,285,7,0,27,0,4,8,7,1,0,36,285,54856,2435,,,,Phase 2,,,,,,,,,,,
9/24/2020,15,0,57654,42,0,57354,266,-1,0,27,0,5,10,10,0,0,28,266,54887,2446,,,,Phase 2,,,,,,,,,,,
9/25/2020,11,0,57665,8,0,57362,268,0,0,27,0,2,9,9,0,0,30,268,54893,2447,,,,Phase 2,,,,,,,,,,,
9/26/2020,20,0,57685,19,0,57381,274,-5,0,27,0,5,15,14,1,0,25,274,54910,2449,,,,Phase 2,,,,,,,,,,,
9/27/2020,15,0,57700,8,0,57389,275,1,0,27,0,5,10,10,0,0,31,275,54918,2449,,,,Phase 2,,,,,,,,,,,
9/28/2020,15,0,57715,26,0,57415,259,6,0,27,0,6,9,7,2,0,36,259,54941,2452,,,,Phase 2,,,,,,,,,,,
9/29/2020,27,0,57742,73,0,57488,217,2,0,27,0,9,18,17,1,0,32,217,55008,2458,,,,Phase 2,,,,,,,,,,,
9/30/2020,23,0,57765,22,0,57510,209,11,0,27,0,4,19,16,3,0,41,209,55029,2459,,,,Phase 2,,,,,,,,,,,
10/1/2020,19,0,57784,24,0,57534,201,14,0,27,0,15,4,3,1,0,44,201,55049,2463,,,,Phase 2,,,,,,,,,,,
10/2/2020,10,0,57794,22,0,57556,185,18,0,27,0,5,5,4,1,0,48,185,55068,2466,,,,Phase 2,,,,,,,,,,,
10/3/2020,6,0,57800,28,0,57584,165,16,0,27,0,4,2,1,1,0,46,165,55085,2477,,,,Phase 2,,,,,,,,,,,
10/4/2020,12,0,57812,13,0,57597,167,13,0,27,0,6,6,4,2,0,43,167,55095,2480,,,,Phase 2,,,,,,,,,,,
10/5/2020,7,0,57819,22,0,57619,153,12,0,27,0,1,6,5,1,0,42,153,55112,2485,,,,Phase 2,,,,,,,,,,,
10/6/2020,11,0,57830,15,0,57634,148,13,0,27,0,4,7,5,2,1,42,148,55125,2487,,,,Phase 2,,,,,,,,,,,
10/7/2020,10,0,57840,12,0,57646,150,9,0,27,0,6,4,4,0,1,38,150,55133,2491,,,,Phase 2,,,,,,,,,,,
10/8/2020,9,0,57849,44,0,57690,119,5,0,27,0,5,4,4,0,1,34,119,55171,2497,,,,Phase 2,,,,,,,,,,,
10/9/2020,10,0,57859,7,0,57697,120,7,0,27,0,9,1,1,0,1,36,120,55173,2502,,,,Phase 2,,,,,,,,,,,
10/10/2020,7,0,57866,23,0,57720,101,10,0,27,0,5,2,1,1,1,39,101,55192,2506,,,,Phase 2,,,,,,,,,,,
10/11/2020,10,0,57876,7,0,57727,100,14,0,27,0,7,3,3,0,1,43,100,55196,2509,,,,Phase 2,,,,,,,,,,,
10/12/2020,4,0,57880,23,0,57750,76,18,1,28,0,2,2,1,1,0,48,76,55215,2513,,,,Phase 2,,,,,,,,,,,
10/13/2020,4,0,57884,12,0,57762,81,5,0,28,0,4,0,0,0,0,35,81,55223,2517,,,,Phase 2,,,,,,,,,,,
10/14/2020,5,0,57889,12,0,57774,70,9,0,28,0,3,2,0,2,0,39,70,55231,2521,,,,Phase 2,,,,,,,,,,,
10/15/2020,3,0,57892,12,0,57786,64,6,0,28,0,2,1,1,0,0,36,64,55239,2525,,,,Phase 2,,,,,,,,,,,
10/16/2020,9,0,57901,20,0,57806,59,0,0,28,0,8,1,1,0,0,30,59,55257,2527,,,,Phase 2,,,,,,,,,,,
10/17/2020,3,0,57904,14,0,57820,41,7,0,28,0,1,2,1,1,0,37,41,55270,2528,,,,Phase 2,,,,,,,,,,,
10/18/2020,7,0,57911,9,0,57829,36,10,0,28,0,5,2,1,1,0,40,36,55278,2529,,,,Phase 2,,,,,,,,,,,
10/19/2020,4,0,57915,12,0,57841,34,4,0,28,0,4,0,0,0,0,34,34,55281,2538,,,,Phase 2,,,,,,,,,,,
10/20/2020,6,0,57921,0,0,57841,36,8,0,28,0,4,2,2,0,0,38,36,55281,2538,,,,Phase 2,,,,,,,,,,,
10/21/2020,12,0,57933,2,0,57843,41,13,0,28,0,12,0,0,0,0,34,41,55283,2538,,,,Phase 2,,,,,,,,,,,
10/22/2020,8,0,57941,8,0,57851,45,9,0,28,0,7,1,1,0,0,45,39,55286,2543,,,,Phase 2,,,,,,,,,,,
10/23/2020,10,0,57951,3,0,57854,39,22,0,28,0,10,0,0,0,0,52,39,55289,2543,,,,Phase 2,,,,,,,,,,,
10/24/2020,14,0,57965,12,0,57866,40,23,0,28,0,11,3,1,2,0,53,40,55293,2551,,,,Phase 2,,,,,,,,,,,
10/25/2020,5,0,57970,14,0,57880,33,21,0,28,0,3,2,2,0,0,51,33,55301,2557,,,,Phase 2,,,,,,,,,,,
10/26/2020,3,0,57973,21,0,57901,23,13,0,28,0,2,1,1,0,0,43,23,55311,2568,,,,Phase 2,,,,,,,,,,,
10/27/2020,7,0,57980,4,0,57905,26,13,0,28,0,6,1,0,1,0,43,26,55312,2571,,,,Phase 2,,,,,,,,,,,
10/28/2020,7,0,57987,7,0,57912,29,10,0,28,0,7,0,0,0,0,40,29,55316,2574,,,,Phase 2,,,,,,,,,,,
10/29/2020,7,0,57994,9,0,57921,30,7,0,28,0,7,0,0,0,0,37,30,55317,2582,,,,Phase 2,,,,,,,,,,,
10/30/2020,9,0,58003,10,0,57931,24,12,0,28,0,7,2,1,1,0,42,24,55326,2583,,,,Phase 2,,,,,,,,,,,
10/31/2020,12,0,58015,4,0,57935,32,12,0,28,0,12,0,0,0,0,42,32,55327,2586,,,,Phase 2,,,,,,,,,,,
11/1/2020,4,0,58019,11,0,57946,21,16,0,28,0,4,0,0,0,0,46,21,55331,2593,,,,Phase 2,,,,,,,,,,,
11/2/2020,1,0,58020,0,0,57946,22,16,0,28,0,1,0,0,0,0,46,22,55331,2593,,,,Phase 2,,,,,,,,,,,
11/3/2020,9,0,58029,13,0,57959,26,8,0,28,0,7,2,2,0,0,38,26,55334,2603,,,,Phase 2,,,,,,,,,,,
11/4/2020,7,0,58036,1,0,57960,26,14,0,28,0,5,2,2,0,0,44,26,55335,2603,,,,Phase 2,,,,,,,,,,,
11/5/2020,7,0,58043,11,0,57971,26,10,0,28,0,6,1,0,1,0,40,26,55339,2610,,,,Phase 2,,,,,,,,,,,
11/6/2020,4,0,58047,10,0,57981,24,6,0,28,0,4,0,0,0,0,36,24,55343,2616,,,,Phase 2,,,,,,,,,,,
11/7/2020,7,0,58054,9,0,57990,24,4,0,28,0,7,0,0,0,0,34,24,55345,2623,,,,Phase 2,,,,,,,,,,,
11/8/2020,2,0,58056,7,0,57997,20,3,0,28,0,2,0,0,0,0,33,20,55348,2627,,,,Phase 2,,,,,,,,,,,
11/9/2020,8,0,58064,6,0,58003,21,4,0,28,0,8,0,0,0,0,34,21,55353,2628,,,,Phase 2,,,,,,,,,,,
11/10/2020,9,0,58073,4,0,58007,20,10,0,28,0,7,2,1,1,0,40,20,55355,2630,,,,Phase 2,,,,,,,,,,,
11/11/2020,18,0,58091,5,0,58012,40,3,0,28,0,18,0,0,0,0,33,40,55358,2632,,,,Phase 2,,,,,,,,,,,
11/12/2020,11,0,58102,12,0,58024,24,18,0,28,0,11,0,0,0,0,48,24,55363,2639,,,,Phase 2,,,,,,,,,,,
11/13/2020,12,0,58114,6,0,58030,28,20,0,28,0,12,0,0,0,0,50,28,55365,2643,,,,Phase 2,,,,,,,,,,,
11/14/2020,2,0,58116,11,0,58041,22,17,0,28,0,2,0,0,0,0,47,22,55366,2653,,,,Phase 2,,,,,,,,,,,
11/15/2020,3,0,58119,10,0,58051,21,11,0,28,0,3,0,0,0,0,41,21,55369,2660,,,,Phase 2,,,,,,,,,,,
11/16/2020,5,0,58124,4,0,58055,23,10,0,28,0,5,0,0,0,0,40,23,55369,2664,,,,Phase 2,,,,,,,,,,,
11/17/2020,6,0,58130,6,0,58061,26,7,0,28,0,6,0,0,0,0,37,26,55370,2669,,,,Phase 2,,,,,,,,,,,
11/18/2020,5,0,58135,7,0,58068,28,3,0,28,0,5,0,0,0,0,33,28,55375,2671,,,,Phase 2,,,,,,,,,,,
11/19/2020,4,0,58139,6,0,58074,31,-2,0,28,0,4,0,0,0,1,27,31,55378,2674,,,,Phase 2,,,,,,,,,,,
11/20/2020,4,0,58143,6,0,58080,31,-4,0,28,0,4,0,0,0,1,25,31,55381,2677,,,,Phase 2,,,,,,,,,,,
11/21/2020,5,0,58148,6,0,58086,34,-8,0,28,0,5,0,0,0,1,21,34,55384,2680,,,,Phase 2,,,,,,,,,,,
11/22/2020,12,0,58160,3,0,58089,39,-4,0,28,0,12,0,0,0,1,25,39,55387,2680,,,,Phase 2,,,,,,,,,,,
11/23/2020,5,0,58165,4,0,58093,30,6,0,28,0,5,0,0,0,1,35,30,55389,2682,,,,Phase 2,,,,,,,,,,,
11/24/2020,18,0,58183,8,0,58101,39,7,0,28,0,18,0,0,0,1,36,39,55394,2685,,,,Phase 2,,,,,,,,,,,
11/25/2020,7,0,58190,12,0,58113,29,12,0,28,0,7,0,0,0,1,41,29,55399,2692,,,,Phase 2,,,,,,,,,,,
11/26/2020,5,0,58195,13,0,58126,20,13,0,28,0,4,1,0,1,1,42,20,55407,2697,,,,Phase 2,,,,,,,,,,,
11/27/2020,4,0,58199,7,0,58133,29,1,0,28,0,4,0,0,0,1,30,29,55407,2704,,,,Phase 2,,,,,,,,,,,
11/28/2020,6,0,58205,8,0,58141,25,2,1,29,0,5,1,0,1,0,32,25,55409,2710,,,,Phase 2,,,,,,,,,,,
11/29/2020,8,0,58213,5,0,58146,29,1,0,29,0,7,1,0,1,0,31,29,55410,2714,,,,Phase 2,,,,,,,,,,,
11/30/2020,5,0,58218,10,0,58156,26,-1,0,29,0,4,1,0,1,0,29,26,55417,2717,,,,Phase 2,,,,,,,,,,,
12/1/2020,10,0,58228,5,0,58161,31,-1,0,29,0,8,2,1,1,0,29,31,55421,2718,,,,Phase 2,,,,,,,,,,,
12/2/2020,2,0,58230,5,0,58166,29,-2,0,29,0,2,0,0,0,0,28,29,55424,2720,,,,Phase 2,,,,,,,,,,,
12/3/2020,9,0,58239,1,0,58167,39,-4,0,29,0,8,1,1,0,0,26,39,55424,2721,,,,Phase 2,,,,,,,,,,,
12/4/2020,3,0,58242,7,0,58174,33,-2,0,29,0,3,0,0,0,0,28,33,55430,2722,,,,Phase 2,,,,,,,,,,,
12/5/2020,13,0,58255,6,0,58180,42,-4,0,29,0,12,1,0,1,0,26,42,55435,2723,,,,Phase 2,,,,,,,,,,,
12/6/2020,5,0,58260,2,0,58182,44,-3,0,29,0,5,0,0,0,0,27,44,55436,2724,,,,Phase 2,,,,,,,,,,,
12/7/2020,13,0,58273,8,0,58190,48,-2,0,29,0,13,0,0,0,0,28,48,55442,2726,,,,Phase 2,,,,,,,,,,,
12/8/2020,12,0,58285,8,0,58198,57,-7,0,29,0,12,0,0,0,0,23,57,55448,2728,,,,Phase 2,,,,,,,,,,,
12/9/2020,6,0,58291,6,0,58204,60,-10,0,29,0,6,0,0,0,0,20,60,55448,2734,,,,Phase 2,,,,,,,,,,,
12/10/2020,6,0,58297,6,0,58210,60,-10,0,29,0,6,0,0,0,0,20,60,55453,2735,,,,Phase 2,,,,,,,,,,,
12/11/2020,8,0,58305,4,0,58214,55,-1,0,29,0,7,1,1,0,0,29,55,55456,2736,,,,Phase 2,,,,,,,,,,,
12/12/2020,8,0,58313,5,0,58219,59,-2,0,29,0,8,0,0,0,0,28,59,55459,2738,,,,Phase 2,,,,,,,,,,,
12/13/2020,7,0,58320,11,0,58230,62,-9,0,29,0,7,0,0,0,0,21,62,55465,2743,,,,Phase 2,,,,,,,,,,,
12/14/2020,5,0,58325,2,0,58232,64,-8,0,29,0,5,0,0,0,0,22,64,55465,2745,,,,Phase 2,,,,,,,,,,,
12/15/2020,16,0,58341,23,0,58255,54,-5,0,29,0,15,1,1,0,0,25,54,55485,2748,,,,Phase 2,,,,,,,,,,,
12/16/2020,12,0,58353,5,0,58260,61,-5,0,29,0,12,0,0,0,0,25,61,55489,2749,,,,Phase 2,,,,,,,,,,,
12/17/2020,24,0,58377,14,0,58274,63,3,0,29,0,24,0,0,0,0,33,63,55497,2755,,,,Phase 2,,,,,,,,,,,
12/18/2020,9,0,58386,13,0,58287,56,6,0,29,0,9,0,0,0,0,36,56,55502,2763,,,,Phase 2,,,,,,,,,,,
12/19/2020,17,0,58403,9,0,58296,62,8,0,29,0,17,0,0,0,0,38,62,55507,2767,,,,Phase 2,,,,,,,,,,,
12/20/2020,19,0,58422,5,0,58301,71,13,0,29,0,19,0,0,0,0,43,71,55511,2768,,,,Phase 2,,,,,,,,,,,
12/21/2020,10,0,58432,8,0,58309,70,16,0,29,0,9,1,0,1,0,46,70,55518,2769,,,,Phase 2,,,,,,,,,,,
12/22/2020,29,0,58461,17,0,58326,81,17,0,29,0,29,0,0,0,0,47,81,55528,2776,,,,Phase 2,,,,,,,,,,,
12/23/2020,21,0,58482,18,0,58344,97,4,0,29,0,21,0,0,0,0,34,97,55537,2785,,,,Phase 2,,,,,,,,,,,
12/24/2020,13,0,58495,10,0,58354,98,6,0,29,0,13,0,0,0,0,36,98,55542,2790,,,,Phase 2,,,,,,,,,,,
12/25/2020,14,0,58509,20,0,58374,97,1,0,29,0,14,0,0,0,0,31,97,55558,2794,,,,Phase 2,,,,,,,,,,,
12/26/2020,10,0,58519,10,0,58384,91,7,0,29,0,10,0,0,0,0,37,91,55563,2799,,,,Phase 2,,,,,,,,,,,
12/27/2020,5,0,58524,8,0,58392,94,1,0,29,0,5,0,0,0,0,31,94,55567,2803,,,,Phase 2,,,,,,,,,,,
12/28/2020,5,0,58529,16,0,58408,79,5,0,29,0,4,1,0,1,0,35,79,55579,2807,,,,Phase 3,,,,,,,,,,,
12/29/2020,13,0,58542,14,0,58422,76,7,0,29,0,13,0,0,0,0,37,76,55586,2814,,,,Phase 3,,,,,,,,,,,
12/30/2020,27,0,58569,11,0,58433,77,22,0,29,0,26,1,0,1,0,52,77,55595,2816,,,,Phase 3,,,,,,,,,,,
12/31/2020,30,0,58599,38,0,58471,64,27,0,29,0,25,5,0,5,1,56,64,55622,2827,,,,Phase 3,,,,,,,,,,,
1/1/2021,30,0,58629,10,0,58481,85,26,0,29,0,27,3,0,3,1,55,85,55624,2835,,,,Phase 3,,,,,,,,,,,
1/2/2021,33,0,58662,17,0,58498,96,31,0,29,0,33,0,0,0,1,60,96,55629,2847,,,,Phase 3,,,,,,,,,,,
1/3/2021,35,0,58697,11,0,58509,117,34,0,29,0,35,0,0,0,1,63,117,55631,2856,,,,Phase 3,,,,,,,,,,,
1/4/2021,24,0,58721,10,0,58519,128,37,0,29,0,24,0,0,0,1,66,128,55634,2863,,,,Phase 3,,,,,,,,,,,
1/5/2021,28,0,58749,20,0,58539,143,30,0,29,0,26,2,0,2,1,59,143,55641,2876,,,,Phase 3,,,,,,,,,,,
1/6/2021,31,0,58780,24,0,58563,146,34,0,29,0,29,2,0,2,1,63,146,55657,2884,,,,Phase 3,,,,,,,,,,,
1/7/2021,33,0,58813,21,0,58584,161,31,0,29,0,31,2,0,2,1,60,161,55674,2888,,,,Phase 3,,,,,,,,,,,
1/8/2021,23,0,58836,18,0,58602,166,31,0,29,0,21,2,0,2,1,60,166,55683,2897,,,,Phase 3,,,,,,,,,,,
1/9/2021,29,0,58865,31,0,58633,158,37,0,29,0,29,0,0,0,1,66,158,55709,2902,,,,Phase 3,,,,,,,,,,,
1/10/2021,42,0,58907,25,0,58658,182,30,0,29,0,42,0,0,0,1,59,182,55722,2914,,,,Phase 3,,,,,,,,,,,
1/11/2021,22,0,58929,32,0,58690,165,37,0,29,0,22,0,0,0,1,66,165,55748,2920,,,,Phase 3,,,,,,,,,,,
1/12/2021,17,0,58946,26,0,58716,170,23,0,29,0,17,0,0,0,1,52,170,55764,2930,,,,Phase 3,,,,,,,,,,,
1/13/2021,38,0,58984,28,0,58744,177,26,0,29,0,37,1,1,0,1,55,177,55787,2935,,,,Phase 3,,,,,,,,,,,
1/14/2021,45,0,59029,35,0,58779,202,11,0,29,0,44,1,0,1,0,41,202,55810,2947,,,,Phase 3,,,,,,,,,,,
1/15/2021,30,0,59059,14,0,58793,208,21,0,29,0,29,1,0,1,0,51,208,55818,2953,,,,Phase 3,,,,,,,,,,,
1/16/2021,24,0,59083,13,0,58806,216,24,0,29,0,19,5,1,4,0,54,216,55825,2959,,,,Phase 3,,,,,,,,,,,
1/17/2021,30,0,59113,62,0,58868,189,19,0,29,0,28,2,0,2,0,49,189,55881,2965,,,,Phase 3,,,,,,,,,,,
1/18/2021,14,0,59127,22,0,58890,186,14,0,29,0,12,2,0,2,0,44,186,55891,2977,,,,Phase 3,,,,,,,,,,,
1/19/2021,30,0,59157,26,0,58916,189,15,0,29,0,26,4,0,4,0,45,189,55910,2984,,,,Phase 3,,,,,,,,,,,
1/20/2021,40,0,59197,32,0,58948,197,15,0,29,0,36,4,0,4,1,44,197,55938,2988,,,,Phase 3,,,,,,,,,,,
1/21/2021,38,0,59235,33,0,58981,204,13,0,29,0,34,4,0,4,1,42,204,55966,2993,,,,Phase 3,,,,,,,,,,,
1/22/2021,15,0,59250,24,0,59005,197,11,0,29,0,14,1,0,1,1,40,197,55987,2996,,,,Phase 3,,,,,,,,,,,
1/23/2021,10,0,59260,32,0,59037,178,8,0,29,0,10,0,0,0,0,38,178,56016,2999,,,,Phase 3,,,,,,,,,,,
1/24/2021,48,0,59308,26,0,59063,188,20,0,29,0,48,0,0,0,0,50,188,56039,3002,,,,Phase 3,,,,,,,,,,,
1/25/2021,44,0,59352,25,0,59088,198,29,0,29,0,44,0,0,0,0,59,198,56601,3005,,,,Phase 3,,,,,,,,,,,
1/26/2021,14,0,59366,20,0,59108,201,20,0,29,0,14,0,0,0,0,50,201,56072,3014,,,,Phase 3,,,,,,,,,,,
1/27/2021,25,0,59391,18,0,59126,220,8,0,29,0,25,0,0,0,0,38,220,56082,3022,,,,Phase 3,,,,,,,,,,,
1/28/2021,34,0,59425,44,0,59170,208,10,0,29,0,34,0,0,0,0,40,208,56124,3024,,,,Phase 3,,,,,,,,,,,
1/29/2021,24,0,59449,33,0,59203,192,17,0,29,0,24,0,0,0,0,47,192,56154,3027,,,,Phase 3,,,,,,,,,,,
1/30/2021,58,0,59507,15,0,59218,236,16,0,29,0,55,3,0,3,0,46,236,56167,3029,,,,Phase 3,,,,,,,,,,,
1/31/2021,29,0,59536,32,0,59250,235,14,0,29,0,29,0,0,0,0,44,235,56192,3036,,,,Phase 3,,,,,,,,,,,
2/1/2021,29,0,59565,43,0,59293,220,15,0,29,0,29,0,0,0,0,45,220,56228,3043,,,,Phase 3,,,,,,,,,,,
2/2/2021,19,0,59584,30,0,59323,210,14,0,29,0,19,0,0,0,0,44,210,56253,3048,,,,Phase 3,,,,,,,,,,,
2/3/2021,18,0,59602,19,0,59342,214,9,0,29,0,18,0,0,0,0,39,214,56268,3052,,,,Phase 3,,,,,,,,,,,
2/4/2021,22,0,59624,28,0,59370,209,8,0,29,0,22,0,0,0,0,38,209,56294,3054,,,,Phase 3,,,,,,,,,,,
2/5/2021,25,0,59649,25,0,59395,206,11,0,29,0,23,2,1,1,1,40,206,56317,3056,,,,Phase 3,,,,,,,,,,,
2/6/2021,26,0,59675,32,0,59427,202,9,0,29,0,26,0,0,0,1,38,202,56342,3063,,,,Phase 3,,,,,,,,,,,
2/7/2021,24,0,59699,28,0,59455,201,6,0,29,0,23,1,1,0,1,35,201,56369,3064,,,,Phase 3,,,,,,,,,,,
2/8/2021,22,0,59721,51,0,59506,164,14,0,29,0,20,2,2,0,1,43,164,56416,3068,,,,Phase 3,,,,,,,,,,,
2/9/2021,11,0,59732,22,0,59528,157,10,0,29,0,11,0,0,0,1,39,157,56434,3072,,,,Phase 3,,,,,,,,,,,
2/10/2021,15,0,59747,20,0,59548,156,6,0,29,0,14,1,0,1,1,35,156,56449,3077,,,,Phase 3,,,,,,,,,,,
2/11/2021,12,0,59759,32,0,59580,139,3,0,29,0,9,3,3,0,1,32,139,56475,3083,,,,Phase 3,,,,,,,,,,,
2/12/2021,18,0,59777,11,0,59591,148,1,0,29,0,16,2,2,0,1,30,148,56486,3083,,,,Phase 3,,,,,,,,,,,
2/13/2021,9,0,59786,35,0,59626,119,4,0,29,0,9,0,0,0,1,33,119,56517,3087,,,,Phase 3,,,,,,,,,,,
2/14/2021,14,0,59800,17,0,59643,118,2,0,29,0,14,0,0,0,1,31,118,56532,3089,,,,Phase 3,,,,,,,,,,,
2/15/2021,9,0,59809,20,0,59663,103,6,0,29,0,9,0,0,0,1,35,103,56551,3090,,,,Phase 3,,,,,,,,,,,
2/16/2021,1,0,59810,20,0,59683,90,0,0,29,0,1,0,0,0,1,29,90,56567,3094,,,,Phase 3,,,,,,,,,,,
